customer_id,age,gender,region,tenure_months,contract_type,usage_prev_30d_gb,usage_last_30d_gb,avg_call_minutes,support_tickets_last_90d,avg_ticket_resolution_days,monthly_charges,total_charges,late_payments_last_6m,payment_method,churn
103048,27,Male,West,70,One year,4.08,4.34,206.8,1,5.59,98.94,6787.95,1,Credit card,0
103049,58,Female,South,19,Month-to-month,36.18,24.23,103.2,1,5.57,123.60368392932513,741.35,1,Credit card,1
103050,65,Male,North,60,Two year,38.32,15.51,81.9,0,2.3,101.32,6138.75,1,Credit card,0
103051,27,Female,East,8,Month-to-month,42.49,40.0,199.8,0,3.57,81.87,610.41,0,Digital wallet,0
103052,60,Male,West,43,Two year,35.68,34.48,101.1,0,2.69,68.26,,1,Digital wallet,0
103053,38,Female,West,53,Month-to-month,26.58,28.18,142.9,0,,88.47,4713.4,0,Digital wallet,0
103054,62,Female,West,36,Month-to-month,7.84,8.56,28.3,0,0.1,50.78,1894.08,0,Bank transfer,1
103055,45,Female,West,8,Month-to-month,7.07,6.78,98.7,0,0.1,76.57,631.44,0,Bank transfer,1
103056,63,Female,East,9,Month-to-month,31.48,32.67,,1,2.73,43.87,377.67,1,Bank transfer,1
103057,26,Male,West,44,Month-to-month,28.63,30.04,100.4,0,0.45,49.73,2277.33,1,Mailed check,1
103058,40,Female,North,62,Two year,10.88,12.28,108.4,1,1.31,42.06,2378.56,0,Bank transfer,0
103059,33,Female,West,43,Two year,37.6,40.85,196.5,0,3.05,42.66,1668.86,0,Credit card,0
103060,32,Female,West,8,One year,24.47,22.22,77.8,1,0.1,21.58,169.47,1,Credit card,0
103061,35,Female,West,56,Month-to-month,22.77,23.63,157.6,0,4.7,121.88,6851.12,1,Credit card,0
103062,39,Female,South,33,Two year,14.43,16.41,41.2,0,2.58,34.95,1085.44,0,Credit card,0
103063,25,Male,West,6,Month-to-month,61.26,59.02,44.5,2,1.94,90.84,538.51,0,Credit card,0
103064,58,Female,North,27,One year,13.9,15.01,60.6,1,1.54,22.8,559.25,0,Bank transfer,0
103065,49,Female,East,15,One year,57.88,58.56,69.6,0,3.21,50.56,784.82,1,Credit card,0
103066,65,Female,South,71,Month-to-month,22.16,21.75,156.7,0,1.05,56.05,3915.51,0,Credit card,0
103067,58,Male,East,65,Month-to-month,68.86,32.78,,0,4.48,100.55,,0,Credit card,0
103068,26,Female,East,8,Two year,12.83,13.1,35.1,0,3.8,73.27,578.67,0,Bank transfer,1
103069,21,Female,South,41,Month-to-month,42.63,41.67,115.7,0,1.41,38.19,1608.3,1,Credit card,0
103070,42,Male,North,1,One year,52.61,49.74,115.5,0,2.21,58.89,61.39,1,Bank transfer,1
103071,45,Male,South,33,Two year,52.62,10.79,10.7,0,4.32,94.66,3031.6,1,Bank transfer,0
103072,31,Male,East,12,Month-to-month,35.66,38.45,206.7,1,3.11,91.26,1039.8,0,Credit card,1
103073,62,Female,East,54,Month-to-month,27.48,27.75,64.5,1,2.16,48.29,2473.15,0,Mailed check,1
103074,51,Male,East,6,Month-to-month,21.26,24.03,156.2,1,1.38,28.25,161.96,0,Mailed check,1
103075,60,Female,North,65,Two year,46.37,39.54,137.7,0,2.33,48.94,2989.16,1,Mailed check,0
103076,24,Female,West,17,Month-to-month,57.76,62.43,51.1,1,1.88,81.97,1450.84,1,Mailed check,0
103077,64,Male,East,19,Month-to-month,28.79,25.83,186.0,0,2.96,21.12,392.91,0,Credit card,0
103078,29,Male,North,63,Month-to-month,32.81,35.38,,0,2.03,60.67,3787.31,0,Credit card,0
103079,43,Male,South,65,Two year,101.07,112.3,185.2,1,1.05,34.52,2042.56,1,Credit card,0
103080,43,Female,South,7,Two year,8.81,9.56,235.6,1,4.15,52.85,381.92,0,Credit card,0
103081,64,Male,South,8,One year,36.0,19.98,59.3,2,3.32,77.78,567.51,0,Bank transfer,1
103082,33,Male,North,61,Two year,49.58,50.97,121.2,0,1.0,63.38,3778.46,0,Digital wallet,0
103083,31,Male,North,70,One year,9.22,8.18,41.5,1,1.62,82.38,5938.81,0,Digital wallet,0
103084,37,Male,North,35,Two year,8.75,5.56,184.3,1,3.56,95.62,3064.64,0,Credit card,0
103085,38,Female,North,12,Month-to-month,23.94,5.03,34.2,0,1.24,158.26,1946.02,1,Credit card,1
103086,28,Female,North,11,Month-to-month,25.99,29.58,48.5,0,2.24,87.69,971.63,0,Digital wallet,0
103087,28,Male,West,19,Two year,24.94,23.64,74.7,1,2.06,80.05,1492.17,2,Digital wallet,1
103088,31,Male,South,49,Month-to-month,18.11,11.26,,0,1.41,48.62,2263.67,0,Digital wallet,0
103089,44,Male,South,7,Month-to-month,18.81,16.15,160.1,1,0.91,87.36,616.8,0,Credit card,0
103090,37,Female,East,46,One year,28.0,23.81,36.7,0,2.42,104.11,4985.99,0,Credit card,0
103091,40,Male,South,58,One year,20.21,21.65,120.1,0,1.1,48.12,2580.34,0,Digital wallet,0
103092,58,Female,North,11,Month-to-month,20.58,22.64,72.3,0,1.61,50.99,505.31,2,Digital wallet,1
103093,31,Female,North,70,Month-to-month,24.52,6.73,99.2,1,3.77,48.8,3076.64,1,Digital wallet,0
103094,69,Male,North,71,Month-to-month,20.62,22.49,202.9,0,1.42,31.93,2376.38,0,Mailed check,0
103095,60,Male,East,22,Month-to-month,32.62,33.2,108.4,0,3.19,64.6,1397.88,0,Mailed check,0
103096,27,Male,South,8,Month-to-month,61.37,63.8,136.9,1,3.94,31.3,244.39,1,Bank transfer,0
103097,35,Female,South,24,Month-to-month,16.19,18.17,27.5,0,2.34,62.52,1393.23,0,Digital wallet,0
103098,28,Male,East,19,One year,14.61,15.32,64.5,0,3.26,73.0,1311.92,0,Credit card,1
103099,33,Male,West,20,Month-to-month,42.07,26.13,101.8,2,1.21,72.07,1428.74,0,Digital wallet,0
103100,38,Male,South,66,Month-to-month,23.85,22.78,42.5,0,3.61,52.61,3202.5,0,Digital wallet,0
103101,25,Male,South,11,One year,42.76,48.53,32.8,1,3.47,26.27,281.76,0,Bank transfer,0
103102,18,Male,South,23,Month-to-month,46.39,52.87,65.6,1,4.68,95.47,1981.68,0,Credit card,1
103103,43,Female,East,56,Month-to-month,18.64,19.35,101.7,1,4.26,20.81,1178.76,0,Digital wallet,0
103104,57,Male,East,5,Month-to-month,55.72,56.83,154.8,1,2.9,67.94,315.94,0,Digital wallet,1
103105,35,Male,East,5,One year,66.35,75.05,155.2,0,6.64,102.14,534.61,0,Bank transfer,1
103106,67,Male,North,22,Month-to-month,12.38,5.83,94.3,0,3.83,67.29,1545.96,0,Bank transfer,0
103107,39,Female,South,69,Month-to-month,62.13,23.93,109.3,1,4.41,96.97,6114.71,0,Credit card,0
103108,69,Male,West,60,One year,70.5,76.38,38.9,0,1.81,77.75,4532.76,0,Bank transfer,0
103109,31,Male,South,66,Two year,69.33,46.49,265.3,0,1.95,30.17,1877.43,0,Credit card,0
103110,48,Male,West,62,One year,46.83,41.47,216.4,0,2.61,97.79,5958.11,0,Credit card,0
103111,61,Female,South,9,Two year,17.89,9.05,124.8,0,1.0,50.27,446.01,0,Bank transfer,1
103112,21,Female,South,29,One year,13.07,2.87,85.9,0,2.56,54.28,1595.69,0,Mailed check,0
103113,71,Female,South,38,Month-to-month,21.38,12.46,180.9,1,2.44,82.1,3107.54,0,Bank transfer,0
103114,38,Female,South,12,Month-to-month,17.34,19.72,268.1,1,4.14,41.3,458.74,0,Bank transfer,1
103115,46,Female,West,71,Month-to-month,36.78,39.26,134.5,0,4.25,88.5,6152.0,0,Bank transfer,0
103116,53,Male,North,43,Month-to-month,26.17,28.05,156.3,0,2.68,75.54,3380.42,0,Credit card,0
103117,54,Male,East,61,Month-to-month,7.36,7.14,73.9,2,1.94,106.36,5870.94,0,Credit card,1
103118,19,Male,East,19,Month-to-month,19.66,5.73,44.4,1,5.19,93.68,1613.54,0,Mailed check,1
103119,67,Female,West,51,One year,51.04,43.51,96.1,0,,59.88,2861.49,0,Bank transfer,0
103120,53,Female,East,8,One year,33.45,22.13,143.9,0,0.17,54.59,443.1,0,Bank transfer,1
103121,74,Female,West,2,Month-to-month,14.87,13.85,38.1,0,3.22,46.71,98.08,0,Credit card,0
103122,44,Female,West,46,Month-to-month,69.6,66.08,255.8,0,2.4,58.75,2505.71,0,Bank transfer,0
103123,52,Male,South,5,Month-to-month,31.69,31.27,138.0,0,2.04,42.45,200.29,0,Mailed check,0
103124,43,Male,West,20,Month-to-month,14.92,15.82,155.7,2,0.1,57.27,1178.99,0,Digital wallet,0
103125,68,Male,West,57,Month-to-month,17.56,17.3,27.3,0,1.18,33.37,1897.84,1,Digital wallet,0
103126,65,Female,North,36,Month-to-month,14.02,3.97,77.2,0,4.72,40.64,1385.05,1,Digital wallet,1
103127,69,Female,East,27,Month-to-month,61.01,58.66,109.6,0,4.46,99.19,2691.02,0,Mailed check,0
103128,46,Male,North,21,Two year,44.42,19.71,50.2,0,3.69,31.49,612.95,0,Digital wallet,0
103129,63,Male,East,48,Month-to-month,20.01,18.5,314.5,0,1.28,29.29,1415.3,0,Digital wallet,1
103130,38,Female,North,68,One year,12.46,13.46,,2,2.0,46.86,2920.22,1,Mailed check,1
103131,44,Female,East,53,Month-to-month,39.16,42.54,113.0,0,1.9,99.14,5180.46,0,Credit card,1
103132,61,Female,South,26,Month-to-month,34.26,32.85,167.5,0,1.48,41.47,1049.47,1,Bank transfer,0
103133,22,Female,East,30,Month-to-month,50.2,45.95,86.1,0,1.68,57.29,1659.44,1,Credit card,0
103134,58,Male,North,8,Two year,7.19,3.32,189.1,2,2.35,72.02,565.78,2,Credit card,1
103135,18,Male,East,11,Month-to-month,41.67,38.17,,1,0.29,78.14,901.04,0,Credit card,1
103136,51,Female,South,20,Month-to-month,28.41,29.8,246.8,1,4.27,62.24,1220.15,0,Bank transfer,0
103137,45,Female,East,28,Two year,86.97,41.91,70.8,1,2.3,74.68,1929.91,1,Bank transfer,0
103138,44,Female,South,71,Month-to-month,17.53,18.97,43.0,1,1.75,89.05,5871.4,0,Credit card,0
103139,46,Female,North,62,Month-to-month,51.82,56.25,102.7,0,0.14,32.76,1901.31,0,Credit card,0
103140,46,Female,South,9,One year,41.68,46.31,66.7,1,3.67,47.92,435.44,0,Bank transfer,0
103141,41,Male,West,24,Month-to-month,15.2,7.1,135.2,1,0.94,43.96,978.78,0,Credit card,1
103142,43,Male,North,4,Two year,27.25,29.33,59.2,0,3.22,55.73,207.56,0,Credit card,0
103143,50,Female,East,5,Month-to-month,38.72,16.25,315.0,1,1.18,96.0,502.42,2,Credit card,1
103144,61,Female,North,27,One year,19.88,19.8,41.8,0,2.67,89.31,2444.05,0,Bank transfer,0
103145,49,Male,East,69,Month-to-month,19.21,17.87,138.7,0,0.58,62.84,4149.65,0,Bank transfer,1
103146,54,Female,North,14,Two year,55.94,53.82,85.1,0,2.24,85.1,1176.72,0,Credit card,0
103147,65,Male,South,49,Two year,76.96,71.97,226.9,0,2.38,117.9,5603.54,1,Credit card,1
103148,74,Male,South,28,Two year,46.76,41.15,88.2,1,2.74,33.83,940.19,0,Bank transfer,1
103149,24,Female,North,39,Two year,11.41,6.35,87.7,0,3.83,48.38,1968.08,1,Credit card,0
103150,58,Female,South,62,One year,8.09,7.23,83.2,0,3.27,58.22,3674.08,1,Bank transfer,0
103151,30,Male,South,59,Month-to-month,20.85,17.8,141.4,0,4.84,74.4,4295.09,0,Credit card,0
103152,29,Male,South,59,Month-to-month,43.75,39.77,82.3,0,0.35,77.89,4236.99,1,Bank transfer,0
103153,63,Female,West,30,Month-to-month,47.83,52.64,75.0,0,5.64,38.45,1049.06,3,Digital wallet,0
103154,21,Female,South,4,Month-to-month,29.09,8.08,40.9,1,3.91,69.47,270.39,1,Bank transfer,1
103155,66,Male,West,70,Month-to-month,14.64,8.69,62.1,0,1.84,86.15,5487.18,0,Digital wallet,0
103156,61,Female,South,71,One year,25.44,5.56,164.5,3,3.98,34.49,2563.88,1,Mailed check,0
103157,74,Male,North,61,One year,11.88,7.37,67.3,0,5.15,68.75,4092.26,0,Bank transfer,0
103158,56,Female,North,34,Two year,0.99,0.57,588.9,0,4.17,49.65,1560.29,0,Credit card,0
103159,67,Male,South,20,Month-to-month,42.01,25.11,116.3,0,1.02,28.91,540.65,0,Credit card,0
103160,24,Female,South,13,One year,31.36,31.71,29.3,0,2.56,89.54,1087.33,0,Credit card,0
103161,68,Female,West,27,One year,14.99,5.22,160.2,0,3.63,76.65,2021.78,0,Credit card,0
103162,27,Female,East,24,Two year,56.22,54.36,353.4,0,2.45,42.54,986.26,0,Credit card,0
103163,35,Female,East,20,One year,23.11,21.29,49.1,0,3.16,87.91,1747.87,2,Bank transfer,1
103164,25,Female,South,68,Month-to-month,19.32,19.84,57.6,1,3.26,118.0,7704.97,0,Digital wallet,0
103165,40,Female,South,47,Month-to-month,33.32,38.05,89.8,0,1.02,67.65,3183.63,0,Bank transfer,0
103166,60,Female,East,16,Two year,82.47,51.53,33.3,0,4.39,30.44,465.82,0,Credit card,0
103167,33,Female,North,46,One year,5.52,5.27,52.4,1,2.64,57.47,,0,Credit card,1
103168,64,Female,North,51,Two year,84.18,92.96,154.8,0,2.43,16.5,762.47,0,Credit card,0
103169,52,Female,South,38,One year,30.46,34.47,104.5,0,1.15,62.0,2401.52,0,Credit card,0
103170,53,Female,North,68,One year,41.46,45.03,104.8,1,2.14,55.39,3673.62,0,Digital wallet,1
103171,71,Female,East,69,One year,45.73,46.98,29.2,0,3.91,84.55,5424.03,0,Digital wallet,0
103172,42,Male,North,31,Two year,9.5,8.93,41.2,1,2.86,50.05,1503.02,0,Credit card,1
103173,37,Female,North,34,Two year,23.08,12.59,77.9,1,3.56,87.38,2820.63,1,Bank transfer,0
103174,74,Male,West,16,Month-to-month,57.71,49.63,207.8,1,2.45,44.99,671.14,0,Bank transfer,0
103175,49,Female,West,56,Month-to-month,63.74,43.62,75.5,1,2.63,62.02,3472.13,0,Bank transfer,0
103176,53,Male,South,67,Month-to-month,27.09,5.69,,0,0.1,29.84,1938.6,3,Bank transfer,1
103177,34,Female,South,47,Month-to-month,71.94,42.83,67.1,0,3.09,38.29,1735.96,0,Credit card,0
103178,30,Male,West,15,Two year,22.38,23.97,104.0,1,2.21,84.59,1231.04,0,Credit card,0
103179,27,Female,North,37,Two year,46.9,53.32,263.6,0,2.98,91.76,3387.7,0,Mailed check,0
103180,30,Female,South,57,Month-to-month,15.72,16.61,130.0,2,0.1,48.65,2827.83,1,Digital wallet,0
103181,29,Male,North,3,Month-to-month,46.03,39.63,88.9,0,6.3,77.98,226.78,1,Credit card,1
103182,60,Female,South,42,Month-to-month,21.99,19.61,149.2,0,2.61,84.49,3482.48,0,Bank transfer,0
103183,21,Male,West,47,Two year,97.56,94.43,146.8,1,3.19,38.3,1794.38,0,Credit card,0
103184,53,Female,West,39,One year,36.89,42.3,,0,3.08,76.28,2755.55,0,Digital wallet,0
103185,72,Female,West,46,Month-to-month,70.8,61.99,76.5,0,2.03,65.31,3051.36,1,Credit card,0
103186,61,Male,East,64,Month-to-month,32.66,30.87,36.5,1,3.13,73.77,4272.57,1,Digital wallet,0
103187,40,Male,East,9,One year,29.03,29.49,95.9,0,4.28,61.97,521.81,2,Credit card,1
103188,21,Male,West,41,Month-to-month,32.26,28.5,53.2,2,2.77,15.0,644.36,0,Digital wallet,0
103189,65,Male,East,57,Two year,84.71,74.99,48.8,0,3.79,69.18,3918.31,0,Credit card,0
103190,18,Male,South,59,Two year,16.84,14.66,117.2,2,3.65,60.85,3458.36,0,Bank transfer,0
103191,56,Female,North,34,Month-to-month,90.13,46.11,102.0,0,3.56,56.68,1947.24,0,Bank transfer,0
103192,56,Female,South,71,Month-to-month,54.17,37.62,149.1,1,5.28,23.95,1629.96,1,Bank transfer,1
103193,28,Male,North,24,Month-to-month,81.11,81.18,136.9,0,3.03,90.03,2061.78,0,Credit card,0
103194,60,Male,South,32,Month-to-month,20.81,19.47,147.0,2,2.38,66.02,2139.17,1,Credit card,1
103195,28,Male,North,59,Month-to-month,45.22,19.06,326.0,0,2.44,15.0,858.58,1,Mailed check,0
103196,30,Female,East,32,Month-to-month,54.42,46.9,77.0,0,3.11,99.02,3075.64,0,Credit card,0
103197,64,Male,North,25,Month-to-month,56.12,56.15,132.4,1,0.47,75.66,1733.98,0,Bank transfer,1
103198,73,Male,North,40,Two year,44.24,47.3,115.5,2,4.6,88.04,3605.32,0,Mailed check,1
103199,33,Male,South,45,Month-to-month,27.67,29.07,28.1,1,2.13,57.58,,0,Credit card,1
103200,70,Male,North,69,Two year,22.7,23.95,94.7,0,2.36,64.67,4394.12,0,Bank transfer,0
103201,70,Female,West,44,Month-to-month,21.56,21.89,28.8,0,0.55,91.62,3875.98,1,Digital wallet,0
103202,61,Male,South,14,Month-to-month,37.52,40.68,49.5,1,2.66,75.88,1053.03,0,Bank transfer,1
103203,25,Female,South,4,Month-to-month,32.99,11.21,164.0,1,0.47,61.55,,0,Credit card,1
103204,35,Female,North,69,Month-to-month,23.46,20.38,73.8,0,0.1,49.05,3532.63,0,Digital wallet,0
103205,56,Female,West,31,Month-to-month,23.53,21.35,61.9,3,1.4,15.0,485.3,0,Digital wallet,0
103206,74,Male,East,15,Two year,34.68,36.79,202.9,1,2.13,87.85,1219.69,2,Credit card,0
103207,64,Female,South,16,Two year,11.99,11.4,123.6,0,1.21,88.61,1465.93,0,Credit card,0
103208,41,Male,North,8,Month-to-month,21.7,20.0,140.0,0,2.93,83.66,646.36,1,Bank transfer,0
103209,31,Female,East,15,Month-to-month,20.37,17.48,117.8,1,4.34,93.55,1361.48,0,Mailed check,0
103210,72,Female,West,56,Month-to-month,17.66,19.61,52.5,0,2.83,41.84,2368.28,0,Mailed check,0
103211,33,Male,South,47,One year,11.03,12.15,40.2,0,0.1,56.36,2585.37,0,Digital wallet,0
103212,37,Female,North,43,Month-to-month,27.14,23.56,139.4,0,2.47,53.11,2301.93,0,Bank transfer,0
103213,72,Female,North,1,Month-to-month,35.49,33.4,191.4,0,3.37,16.07,15.47,0,Bank transfer,0
103214,50,Female,North,48,Two year,33.13,21.2,88.1,1,1.94,50.07,2424.0,0,Bank transfer,0
103215,33,Male,East,69,Two year,47.92,43.81,194.7,0,2.97,69.26,4653.12,0,Credit card,0
103216,18,Female,West,66,One year,36.66,33.44,88.9,0,2.9,91.2,5518.32,0,Bank transfer,0
103217,42,Male,West,29,Month-to-month,25.5,23.65,79.0,1,0.85,77.98,2238.36,1,Credit card,0
103218,74,Male,West,43,Month-to-month,11.05,10.38,112.2,1,4.31,49.28,2121.75,0,Digital wallet,1
103219,42,Female,North,22,Month-to-month,24.01,25.5,59.3,0,2.07,88.93,1833.36,0,Digital wallet,1
103220,57,Male,West,64,One year,36.76,41.94,154.0,0,2.01,72.68,4651.21,2,Credit card,0
103221,32,Female,South,66,One year,27.1,23.41,200.8,0,3.18,24.21,1676.63,0,Credit card,0
103222,62,Male,South,16,Month-to-month,46.69,44.21,,0,0.1,70.25,1093.05,1,Bank transfer,0
103223,62,Male,East,35,Two year,66.15,69.47,76.2,3,4.4,85.39,2829.79,0,Digital wallet,0
103224,52,Male,North,17,Month-to-month,22.42,21.12,200.4,0,1.03,79.11,1244.7,0,Bank transfer,0
103225,61,Female,West,44,One year,35.36,32.09,66.3,0,5.21,36.41,1489.24,0,Digital wallet,0
103226,50,Female,West,21,Month-to-month,35.09,12.73,64.5,2,4.19,42.24,828.51,1,Credit card,0
103227,39,Male,West,50,Month-to-month,27.79,25.02,242.1,0,0.98,117.59,5610.01,0,Credit card,1
103228,60,Female,West,70,Month-to-month,19.33,10.66,270.2,1,3.0,43.24,2735.71,0,Mailed check,0
103229,65,Male,South,62,One year,17.58,18.1,119.1,0,1.07,67.32,4055.22,1,Credit card,0
103230,65,Female,North,13,Month-to-month,47.86,42.85,113.4,0,0.86,15.0,201.42,0,Credit card,0
103231,30,Male,West,10,Month-to-month,19.19,16.87,275.1,1,0.1,98.71,957.44,2,Credit card,1
103232,56,Female,East,58,One year,29.28,31.47,206.6,0,3.45,85.7,4853.29,1,Bank transfer,0
103233,18,Male,West,6,One year,2.04,1.94,280.1,2,1.82,109.13,645.44,1,Credit card,1
103234,50,Male,North,29,One year,62.0,69.34,72.7,1,3.68,39.61,1201.8,0,Credit card,0
103235,50,Female,South,71,One year,39.73,39.69,84.6,2,2.84,96.43,6460.74,0,Credit card,0
103236,38,Female,South,32,One year,15.95,14.19,26.2,0,0.67,39.92,1333.52,0,Bank transfer,0
103237,74,Male,East,1,One year,42.55,38.63,30.0,0,3.76,104.69,106.2,0,Mailed check,0
103238,68,Female,West,70,Month-to-month,37.26,13.63,33.4,1,3.28,15.0,1014.82,0,Mailed check,0
103239,20,Female,West,51,Month-to-month,68.0,75.78,86.1,0,1.78,92.02,4816.63,0,Bank transfer,0
103240,29,Male,North,24,Month-to-month,17.12,11.52,59.5,2,3.96,66.88,1674.67,0,Credit card,1
103241,29,Male,South,44,Month-to-month,37.01,17.14,117.7,0,2.09,82.99,3801.17,0,Digital wallet,1
103242,69,Female,North,44,Month-to-month,17.18,15.25,69.6,0,1.32,80.05,3408.45,0,Credit card,0
103243,47,Female,North,40,Month-to-month,23.91,22.58,226.4,1,2.21,77.39,3208.32,0,Credit card,0
103244,59,Female,South,69,Month-to-month,60.85,57.26,56.2,0,1.95,126.76,8795.41,0,Digital wallet,0
103245,64,Female,East,56,One year,49.05,56.22,24.3,1,0.27,111.98,5717.15,1,Credit card,0
103246,61,Female,South,19,One year,16.93,19.34,40.0,2,0.1,80.57,1386.16,0,Credit card,0
103247,23,Female,South,71,One year,14.01,5.04,,0,4.97,71.41,4866.82,0,Credit card,0
103248,25,Female,East,69,Two year,38.04,23.25,56.6,1,4.2,103.34,7107.09,1,Credit card,0
103249,40,Male,West,4,Month-to-month,32.1,7.42,160.1,0,4.72,105.15,434.96,0,Digital wallet,0
103250,37,Female,North,22,Month-to-month,20.21,21.38,116.1,0,3.85,69.18,1378.3,0,Mailed check,0
103251,60,Female,South,44,Month-to-month,38.1,35.08,192.0,0,1.88,67.95,2812.01,1,Bank transfer,0
103252,26,Male,East,63,Month-to-month,36.17,32.69,240.8,1,2.24,42.46,2707.44,0,Mailed check,0
103253,39,Female,West,51,Month-to-month,34.56,8.53,122.2,0,1.58,224.62268945528666,3616.89,0,Bank transfer,1
103254,31,Female,West,41,Two year,35.26,30.6,124.2,1,3.31,71.99,2923.4,0,Credit card,0
103255,28,Male,North,22,Month-to-month,12.36,7.64,16.8,1,3.21,91.06,1922.71,0,Digital wallet,1
103256,27,Male,South,7,Month-to-month,34.05,29.57,110.2,1,1.99,111.75,728.35,0,Digital wallet,0
103257,29,Male,West,64,Month-to-month,78.91,89.34,77.1,0,3.16,97.36,5664.44,0,Credit card,0
103258,50,Male,South,38,Month-to-month,9.74,10.04,148.5,0,4.24,92.85,3459.94,0,Bank transfer,0
103259,41,Male,South,33,One year,51.86,47.17,160.5,0,2.5,60.81,1861.89,0,Credit card,1
103260,42,Male,West,70,One year,23.96,25.98,43.6,0,0.75,56.32,3589.19,0,Credit card,0
103261,45,Male,North,12,One year,45.63,16.5,95.1,0,3.18,85.19,967.51,1,Credit card,1
103262,60,Male,East,19,One year,23.85,20.82,218.1,0,0.67,81.02,1599.28,0,Digital wallet,1
103263,67,Male,West,61,Month-to-month,45.42,45.73,160.9,1,1.29,83.99,5041.51,1,Credit card,0
103264,48,Female,North,21,Month-to-month,19.11,17.37,131.4,1,2.91,41.9,823.58,0,Bank transfer,1
103265,54,Male,East,67,One year,4.88,4.81,142.7,0,3.43,41.75,2777.32,0,Bank transfer,0
103266,60,Female,South,61,Month-to-month,34.76,31.94,14.6,1,2.64,53.48,3313.1,0,Bank transfer,0
103267,57,Male,West,8,Month-to-month,43.69,38.92,105.7,1,0.98,84.17,691.88,1,Digital wallet,1
103268,25,Female,West,33,Month-to-month,30.6,8.82,67.9,0,6.68,66.22,2291.4,0,Credit card,0
103269,74,Female,West,54,One year,45.88,51.75,240.0,0,1.72,104.5,5601.33,1,Mailed check,0
103270,27,Female,North,35,Month-to-month,20.67,10.2,325.2,1,3.18,40.7,1374.46,0,Bank transfer,1
103271,41,Male,West,16,Two year,32.48,10.63,68.7,0,1.62,41.04,657.89,0,Digital wallet,0
103272,55,Female,West,4,Month-to-month,62.03,43.02,258.6,2,1.09,60.43,221.54,1,Mailed check,0
103273,40,Male,East,1,Month-to-month,24.59,27.69,154.6,0,2.58,52.03,52.58,2,Credit card,1
103274,31,Male,East,13,Month-to-month,46.13,46.04,15.1,0,1.84,45.32,554.87,0,Mailed check,0
103275,70,Female,North,19,Month-to-month,26.5,16.17,221.0,1,2.64,67.53,,0,Bank transfer,0
103276,22,Male,West,22,Month-to-month,67.04,72.8,190.5,1,1.52,68.39,1459.28,2,Credit card,0
103277,32,Male,North,61,One year,15.61,10.06,106.0,0,2.7,33.87,1937.89,1,Bank transfer,0
103278,74,Female,South,37,Month-to-month,37.63,23.21,154.7,0,1.37,50.51,1897.75,0,Credit card,1
103279,59,Male,West,11,Month-to-month,32.39,29.49,165.4,0,4.11,83.26,944.81,0,Digital wallet,1
103280,22,Female,West,6,Month-to-month,22.7,22.0,239.1,1,2.95,58.5,345.95,2,Digital wallet,1
103281,61,Male,West,10,Month-to-month,24.54,22.52,241.9,1,2.31,44.7,458.52,0,Credit card,0
103282,73,Male,South,23,Two year,26.62,23.29,81.3,0,2.48,56.21,1326.4,0,Bank transfer,0
103283,23,Male,North,53,Month-to-month,69.75,68.16,63.4,1,1.93,34.57,1715.68,1,Credit card,0
103284,41,Male,South,4,One year,25.13,26.98,67.8,1,2.68,109.67,434.95,0,Credit card,1
103285,44,Male,North,29,Month-to-month,11.83,7.61,62.2,0,4.75,87.27,2654.79,0,Bank transfer,1
103286,25,Male,West,32,Month-to-month,12.88,13.83,83.7,1,1.64,126.49,3712.58,0,Credit card,0
103287,29,Male,East,11,Two year,36.1,35.49,85.8,0,2.74,67.54,740.71,0,Bank transfer,0
103288,27,Male,South,5,Month-to-month,46.61,45.86,58.7,1,1.35,56.3,268.84,1,Credit card,0
103289,28,Male,North,17,Two year,12.0,4.43,95.4,0,0.1,43.49,708.42,0,Bank transfer,0
103290,41,Female,South,11,Month-to-month,35.99,37.1,220.0,0,3.42,76.46,764.59,1,Credit card,0
103291,44,Female,West,57,Month-to-month,57.11,64.53,109.8,1,4.12,53.81,2889.68,0,Bank transfer,1
103292,31,Female,East,66,Two year,37.23,19.98,43.6,1,3.15,41.0,2782.43,0,Bank transfer,0
103293,34,Female,North,45,Month-to-month,35.07,22.92,70.6,1,6.0,98.1,4012.37,0,Credit card,0
103294,28,Male,North,54,Two year,23.53,21.06,276.6,1,1.96,65.98,3370.55,0,Bank transfer,0
103295,63,Male,South,55,Two year,28.92,28.09,213.3,1,1.16,71.55,4124.09,0,Digital wallet,0
103296,30,Female,North,63,Month-to-month,47.94,53.78,59.0,1,4.28,70.51,4094.86,1,Mailed check,0
103297,69,Male,West,7,Month-to-month,44.56,45.21,240.6,0,4.37,75.32,534.8,1,Bank transfer,0
103298,48,Female,East,71,Two year,50.12,54.52,168.4,1,4.15,21.29,1585.91,1,Digital wallet,0
103299,63,Male,North,33,Month-to-month,13.8,7.49,262.6,0,0.88,36.22,1235.24,1,Mailed check,1
103300,54,Male,West,39,One year,3.13,2.19,32.3,1,1.45,111.06,4453.86,0,Mailed check,1
103301,33,Female,South,57,Month-to-month,25.97,16.43,72.9,0,0.1,63.83,3818.62,0,Bank transfer,1
103302,52,Female,North,36,Month-to-month,55.7,55.07,174.9,0,5.46,75.32,2551.11,0,Credit card,0
103303,33,Female,East,19,Month-to-month,69.05,77.77,139.2,0,1.12,84.93,1684.83,1,Bank transfer,1
