machine_id,hour,label,time_to_failure_h,failure_event,temperature_c,vibration_mm_s,pressure_kpa,hours_since_maintenance,risk_score
9,1567,0,189.0,0,63.44,0.339,99.43,101,0.0001
9,1568,0,188.0,0,66.45,0.5,95.93,102,0.0001
9,1569,0,187.0,0,64.89,0.567,98.54,103,0.0001
9,1570,0,186.0,0,65.01,0.314,100.4,104,0.0001
9,1571,0,185.0,0,65.82,0.566,105.18,105,0.0001
9,1572,0,184.0,0,63.85,0.465,102.09,106,0.0001
9,1573,0,183.0,0,64.96,0.495,103.46,107,0.0001
9,1574,0,182.0,0,65.26,0.567,102.66,108,0.0001
9,1575,0,181.0,0,64.03,0.394,98.08,109,0.0001
9,1576,0,180.0,0,66.28,0.444,104.28,110,0.0001
9,1577,0,179.0,0,65.03,0.476,103.19,111,0.0001
9,1578,0,178.0,0,67.74,0.422,102.25,112,0.0001
9,1579,0,177.0,0,66.02,0.465,101.63,113,0.0001
9,1580,0,176.0,0,64.77,0.413,103.48,114,0.0001
9,1581,0,175.0,0,66.35,0.418,104.21,115,0.0001
9,1582,0,174.0,0,61.85,0.439,106.46,116,0.0001
9,1583,0,173.0,0,64.89,0.245,104.68,117,0.0001
9,1584,0,172.0,0,67.09,0.545,105.07,118,0.0001
9,1585,0,171.0,0,65.7,0.751,106.07,119,0.0001
9,1586,0,170.0,0,64.69,0.46,101.94,120,0.0001
9,1587,0,169.0,0,63.55,0.393,100.97,121,0.0001
9,1588,0,168.0,0,65.85,0.226,101.43,122,0.0001
9,1589,0,167.0,0,67.1,0.517,102.08,123,0.0001
9,1590,0,166.0,0,65.71,0.381,101.53,124,0.0001
9,1591,0,165.0,0,65.61,0.61,100.39,125,0.0001
9,1592,0,164.0,0,64.05,0.394,103.36,126,0.0001
9,1593,0,163.0,0,65.41,0.341,101.33,127,0.0001
9,1594,0,162.0,0,69.85,0.348,103.63,128,0.0001
9,1595,0,161.0,0,62.19,0.446,105.28,129,0.0001
9,1596,0,160.0,0,66.47,0.421,101.2,130,0.0001
9,1597,0,159.0,0,63.32,0.541,105.75,131,0.0001
9,1598,0,158.0,0,64.51,0.355,101.93,132,0.0001
9,1599,0,157.0,0,66.19,0.225,104.72,133,0.0001
9,1600,0,156.0,0,63.34,0.422,104.68,134,0.0001
9,1601,0,155.0,0,67.24,0.554,99.29,135,0.0001
9,1602,0,154.0,0,66.01,0.531,103.52,136,0.0001
9,1603,0,153.0,0,66.57,0.566,97.27,137,0.0001
9,1604,0,152.0,0,66.28,0.312,104.32,138,0.0001
9,1605,0,151.0,0,64.63,0.505,102.86,139,0.0001
9,1606,0,150.0,0,66.27,0.457,99.31,140,0.0001
9,1607,0,149.0,0,64.65,0.269,101.24,141,0.0001
9,1608,0,148.0,0,66.29,0.626,103.38,142,0.0001
9,1609,0,147.0,0,64.43,0.53,101.78,143,0.0001
9,1610,0,146.0,0,64.3,0.429,102.3,144,0.0001
9,1611,0,145.0,0,64.05,0.491,99.79,145,0.0001
9,1612,0,144.0,0,65.82,0.371,100.05,146,0.0001
9,1613,0,143.0,0,64.76,0.363,98.05,147,0.0001
9,1614,0,142.0,0,63.74,0.53,102.62,148,0.0001
9,1615,0,141.0,0,62.65,0.371,100.47,149,0.0001
9,1616,0,140.0,0,66.45,0.446,98.52,150,0.0001
9,1617,0,139.0,0,66.69,0.443,106.13,151,0.0001
9,1618,0,138.0,0,63.62,0.528,99.7,152,0.0001
9,1619,0,137.0,0,64.12,0.277,104.35,153,0.0001
9,1620,0,136.0,0,63.06,0.5,98.84,154,0.0001
9,1621,0,135.0,0,67.13,0.466,100.73,155,0.0001
9,1622,0,134.0,0,62.91,0.389,109.07,156,0.0001
9,1623,0,133.0,0,66.8,0.478,107.08,157,0.0001
9,1624,0,132.0,0,63.44,0.404,103.15,158,0.0001
9,1625,0,131.0,0,63.93,0.263,100.79,159,0.0001
9,1626,0,130.0,0,64.11,0.545,98.78,160,0.0001
9,1627,0,129.0,0,63.77,0.496,101.51,161,0.0001
9,1628,0,128.0,0,63.56,0.336,105.38,162,0.0001
9,1629,0,127.0,0,63.97,0.389,101.15,163,0.0001
9,1630,0,126.0,0,62.57,0.4,101.4,164,0.0001
9,1631,0,125.0,0,64.27,0.453,100.69,165,0.0001
9,1632,0,124.0,0,66.11,0.511,105.88,166,0.0001
9,1633,0,123.0,0,60.51,0.42,103.46,167,0.0001
9,1634,0,122.0,0,63.62,0.287,102.82,168,0.0001
9,1635,0,121.0,0,65.37,0.738,102.49,169,0.0001
9,1636,0,120.0,0,66.84,0.718,100.41,170,0.0001
9,1637,0,119.0,0,64.38,0.187,106.38,171,0.0001
9,1638,0,118.0,0,61.94,0.287,103.25,172,0.0001
9,1639,0,117.0,0,63.98,0.589,102.43,173,0.0001
9,1640,0,116.0,0,64.58,0.289,104.9,174,0.0001
9,1641,0,115.0,0,64.88,0.431,103.75,175,0.0001
9,1642,0,114.0,0,65.38,0.432,101.95,176,0.0001
9,1643,0,113.0,0,65.7,0.509,98.6,177,0.0001
9,1644,0,112.0,0,66.23,0.237,109.0,178,0.0001
9,1645,0,111.0,0,63.55,0.54,100.64,179,0.0001
9,1646,0,110.0,0,61.21,0.476,99.41,180,0.0001
9,1647,0,109.0,0,65.27,0.514,105.05,181,0.0001
9,1648,0,108.0,0,66.12,0.528,105.0,182,0.0001
9,1649,0,107.0,0,64.03,0.508,102.51,183,0.0001
9,1650,0,106.0,0,67.24,0.343,102.37,184,0.0001
9,1651,0,105.0,0,63.71,0.61,101.35,185,0.0001
9,1652,0,104.0,0,67.13,0.352,99.39,186,0.0001
9,1653,0,103.0,0,65.77,0.533,99.8,187,0.0001
9,1654,0,102.0,0,67.13,0.354,102.33,188,0.0001
9,1655,0,101.0,0,63.18,0.256,100.25,189,0.0001
9,1656,0,100.0,0,66.31,0.476,99.17,190,0.0001
9,1657,0,99.0,0,65.96,0.4,101.37,191,0.0001
9,1658,0,98.0,0,67.66,0.378,103.96,192,0.0001
9,1659,0,97.0,0,62.81,0.568,104.6,193,0.0001
9,1660,0,96.0,0,62.96,0.499,103.55,194,0.0001
9,1661,0,95.0,0,62.42,0.28,101.06,195,0.0001
9,1662,0,94.0,0,64.35,0.457,102.96,196,0.0001
9,1663,0,93.0,0,66.65,0.402,101.55,197,0.0001
9,1664,0,92.0,0,64.43,0.764,106.84,198,0.0001
9,1665,0,91.0,0,64.02,0.396,102.28,199,0.0001
9,1666,0,90.0,0,66.07,0.329,103.32,200,0.0001
9,1667,0,89.0,0,64.92,0.672,104.31,201,0.0001
9,1668,0,88.0,0,62.44,0.342,102.75,202,0.0001
9,1669,0,87.0,0,63.35,0.27,102.4,203,0.0001
9,1670,0,86.0,0,62.73,0.437,101.85,204,0.0001
9,1671,0,85.0,0,67.07,0.466,108.73,205,0.0001
9,1672,0,84.0,0,66.96,0.544,103.42,206,0.0001
9,1673,0,83.0,0,65.45,0.407,102.36,207,0.0001
9,1674,0,82.0,0,66.31,0.302,102.45,208,0.0001
9,1675,0,81.0,0,68.71,0.511,103.49,209,0.0001
9,1676,0,80.0,0,64.19,0.478,98.92,210,0.0001
9,1677,0,79.0,0,63.78,0.481,100.72,211,0.0001
9,1678,0,78.0,0,63.95,0.744,106.21,212,0.0001
9,1679,0,77.0,0,67.19,0.29,102.35,213,0.0001
9,1680,0,76.0,0,62.75,0.43,103.05,214,0.0001
9,1681,0,75.0,0,64.98,0.497,103.43,215,0.0001
9,1682,0,74.0,0,63.28,0.356,101.79,216,0.0001
9,1683,0,73.0,0,65.39,0.295,96.49,217,0.0001
9,1684,0,72.0,0,64.18,0.397,103.52,218,0.0001
9,1685,0,71.0,0,65.44,0.337,103.39,219,0.0001
9,1686,0,70.0,0,68.77,0.552,104.1,220,0.0001
9,1687,0,69.0,0,66.53,0.388,102.2,221,0.0001
9,1688,0,68.0,0,66.32,0.577,105.98,222,0.0001
9,1689,0,67.0,0,66.69,0.425,99.8,223,0.0001
9,1690,0,66.0,0,64.99,0.704,100.3,224,0.0001
9,1691,0,65.0,0,69.75,0.407,98.42,225,0.0001
9,1692,0,64.0,0,69.08,0.348,100.21,226,0.0001
9,1693,0,63.0,0,64.3,0.63,102.55,227,0.0001
9,1694,0,62.0,0,68.7,0.512,101.57,228,0.0001
9,1695,0,61.0,0,66.82,0.447,100.31,229,0.0001
9,1696,0,60.0,0,64.11,0.398,104.46,230,0.0001
9,1697,0,59.0,0,66.38,0.516,101.95,231,0.0001
9,1698,0,58.0,0,63.39,0.705,101.15,232,0.0001
9,1699,0,57.0,0,66.55,0.604,99.65,233,0.0001
9,1700,0,56.0,0,67.28,0.743,103.1,234,0.0001
9,1701,0,55.0,0,68.01,0.796,104.58,235,0.0001
9,1702,0,54.0,0,71.4,0.639,103.09,236,0.0001
9,1703,0,53.0,0,71.74,0.832,104.03,237,0.0001
9,1704,0,52.0,0,65.39,0.973,98.19,238,0.0001
9,1705,0,51.0,0,65.4,0.825,96.93,239,0.0001
9,1706,0,50.0,0,69.73,0.709,93.11,240,0.0001
9,1707,0,49.0,0,67.73,0.875,99.23,241,0.0001
9,1708,0,48.0,0,68.17,0.865,97.37,242,0.0001
9,1709,0,47.0,0,67.99,0.697,97.45,243,0.0001
9,1710,0,46.0,0,71.37,1.076,96.89,244,0.0001
9,1711,0,45.0,0,70.26,0.891,95.0,245,0.0001
9,1712,0,44.0,0,68.97,0.722,99.87,246,0.0001
9,1713,0,43.0,0,69.26,0.777,101.52,247,0.0001
9,1714,0,42.0,0,69.01,1.033,96.2,248,0.0001
9,1715,0,41.0,0,67.92,0.954,95.04,249,0.0001
9,1716,0,40.0,0,72.49,1.039,95.39,250,0.0001
9,1717,0,39.0,0,69.58,1.108,91.85,251,0.0001
9,1718,0,38.0,0,72.72,1.268,95.58,252,0.0001
9,1719,0,37.0,0,72.03,1.125,99.23,253,0.0001
9,1720,0,36.0,0,71.59,1.251,96.97,254,0.0001
9,1721,0,35.0,0,72.56,1.172,97.3,255,0.0001
9,1722,0,34.0,0,73.07,1.255,99.17,256,0.0001
9,1723,0,33.0,0,72.68,1.149,93.99,257,0.0001
9,1724,0,32.0,0,74.99,1.358,96.66,258,0.0001
9,1725,0,31.0,0,72.45,1.283,92.28,259,0.0002
9,1726,0,30.0,0,74.12,1.221,92.49,260,0.0003
9,1727,0,29.0,0,72.27,1.461,92.4,261,0.0002
9,1728,0,28.0,0,72.58,1.463,91.36,262,0.0008
9,1729,0,27.0,0,73.02,1.213,101.29,263,0.0002
9,1730,0,26.0,0,73.29,1.5,93.73,264,0.0003
9,1731,0,25.0,0,74.59,1.621,95.12,265,0.0013
9,1732,1,24.0,0,72.1,1.69,95.73,266,0.0083
9,1733,1,23.0,0,73.28,1.534,98.49,267,0.4295
9,1734,1,22.0,0,77.4,1.679,96.58,268,0.8541
9,1735,1,21.0,0,76.34,1.7,94.72,269,0.9983
9,1736,1,20.0,0,79.18,1.789,92.08,270,0.9986
9,1737,1,19.0,0,76.32,1.74,99.18,271,0.9979
9,1738,1,18.0,0,79.08,1.758,89.23,272,0.9987
9,1739,1,17.0,0,76.79,1.918,94.12,273,0.9983
9,1740,1,16.0,0,81.24,1.848,92.12,274,0.9987
9,1741,1,15.0,0,79.88,1.732,91.57,275,0.9989
9,1742,1,14.0,0,80.02,2.042,92.22,276,0.9989
9,1743,1,13.0,0,76.79,1.97,94.39,277,0.9989
9,1744,1,12.0,0,78.0,1.902,92.88,278,0.9989
9,1745,1,11.0,0,76.87,1.923,90.69,279,0.9988
9,1746,1,10.0,0,78.71,2.288,89.76,280,0.9989
9,1747,1,9.0,0,75.68,2.271,91.81,281,0.9989
9,1748,1,8.0,0,78.4,2.034,95.95,282,0.9989
9,1749,1,7.0,0,81.59,2.214,92.84,283,0.9989
9,1750,1,6.0,0,79.38,2.293,88.96,284,0.9989
9,1751,1,5.0,0,80.47,2.369,92.12,285,0.9989
9,1752,1,4.0,0,80.47,2.35,90.53,286,0.9989
9,1753,1,3.0,0,79.02,2.361,86.59,287,0.9989
9,1754,1,2.0,0,84.09,2.436,91.09,288,0.9989
9,1755,1,1.0,0,78.86,2.677,88.64,289,0.9989
9,1756,1,0.0,1,80.52,2.599,92.05,290,0.9989
9,1757,0,233.0,0,66.45,0.421,101.51,1,0.0002
9,1758,0,232.0,0,66.12,0.366,105.26,2,0.0001
9,1759,0,231.0,0,66.25,0.531,99.48,3,0.0002
9,1760,0,230.0,0,61.61,0.563,102.19,4,0.0001
9,1761,0,229.0,0,62.94,0.516,104.38,5,0.0001
9,1762,0,228.0,0,66.24,0.39,98.39,6,0.0003
9,1763,0,227.0,0,65.97,0.705,103.82,7,0.0002
9,1764,0,226.0,0,66.62,0.39,101.4,8,0.0001
9,1765,0,225.0,0,62.57,0.663,105.35,9,0.0002
9,1766,0,224.0,0,65.62,0.317,101.93,10,0.0001
9,1767,0,223.0,0,65.05,0.529,100.81,11,0.0001
9,1768,0,222.0,0,65.11,0.551,102.72,12,0.0001
9,1769,0,221.0,0,67.32,0.341,99.15,13,0.0001
9,1770,0,220.0,0,65.68,0.55,105.26,14,0.0001
9,1771,0,219.0,0,63.66,0.401,102.14,15,0.0002
9,1772,0,218.0,0,62.31,0.376,101.63,16,0.0001
9,1773,0,217.0,0,65.47,0.358,103.11,17,0.0001
9,1774,0,216.0,0,63.42,0.283,102.06,18,0.0001
9,1775,0,215.0,0,63.04,0.337,102.39,19,0.0001
9,1776,0,214.0,0,64.08,0.468,104.45,20,0.0001
9,1777,0,213.0,0,63.42,0.383,102.03,21,0.0001
9,1778,0,212.0,0,65.36,0.435,100.06,22,0.0001
9,1779,0,211.0,0,64.79,0.42,100.54,23,0.0001
9,1780,0,210.0,0,64.67,0.362,102.09,24,0.0001
9,1781,0,209.0,0,63.36,0.47,106.12,25,0.0001
9,1782,0,208.0,0,62.06,0.482,98.42,26,0.0001
9,1783,0,207.0,0,64.83,0.344,100.43,27,0.0001
9,1784,0,206.0,0,65.41,0.472,101.58,28,0.0001
9,1785,0,205.0,0,65.05,0.577,102.7,29,0.0001
9,1786,0,204.0,0,65.28,0.497,100.6,30,0.0001
9,1787,0,203.0,0,67.01,0.367,102.19,31,0.0001
9,1788,0,202.0,0,66.44,0.405,103.34,32,0.0001
9,1789,0,201.0,0,63.92,0.425,94.96,33,0.0001
9,1790,0,200.0,0,66.61,0.575,104.86,34,0.0001
9,1791,0,199.0,0,67.87,0.533,101.17,35,0.0001
9,1792,0,198.0,0,67.65,0.629,100.87,36,0.0001
9,1793,0,197.0,0,62.14,0.476,105.79,37,0.0001
9,1794,0,196.0,0,63.28,0.628,103.59,38,0.0001
9,1795,0,195.0,0,67.87,0.412,102.34,39,0.0001
9,1796,0,194.0,0,64.04,0.434,101.96,40,0.0001
9,1797,0,193.0,0,63.77,0.309,102.91,41,0.0001
9,1798,0,192.0,0,65.95,0.354,94.91,42,0.0001
9,1799,0,191.0,0,62.48,0.306,103.39,43,0.0001
9,1800,0,190.0,0,65.93,0.409,103.69,44,0.0001
9,1801,0,189.0,0,64.81,0.535,98.76,45,0.0001
9,1802,0,188.0,0,64.02,0.415,98.83,46,0.0001
9,1803,0,187.0,0,66.57,0.565,97.47,47,0.0001
9,1804,0,186.0,0,68.09,0.333,102.39,48,0.0001
9,1805,0,185.0,0,64.28,0.359,101.15,49,0.0001
9,1806,0,184.0,0,67.87,0.384,101.29,50,0.0001
9,1807,0,183.0,0,66.84,0.48,99.46,51,0.0001
9,1808,0,182.0,0,64.41,0.313,102.04,52,0.0001
9,1809,0,181.0,0,61.33,0.387,101.92,53,0.0001
9,1810,0,180.0,0,64.39,0.428,100.23,54,0.0001
9,1811,0,179.0,0,66.33,0.456,105.89,55,0.0001
9,1812,0,178.0,0,65.93,0.418,102.23,56,0.0001
9,1813,0,177.0,0,68.73,0.502,101.35,57,0.0001
9,1814,0,176.0,0,61.95,0.245,104.7,58,0.0001
9,1815,0,175.0,0,65.04,0.28,101.57,59,0.0001
9,1816,0,174.0,0,63.42,0.345,98.16,60,0.0001
9,1817,0,173.0,0,66.5,0.366,98.13,61,0.0001
9,1818,0,172.0,0,64.01,0.582,95.97,62,0.0001
9,1819,0,171.0,0,63.53,0.632,104.3,63,0.0001
9,1820,0,170.0,0,66.29,0.255,101.71,64,0.0001
9,1821,0,169.0,0,63.82,0.387,103.06,65,0.0001
9,1822,0,168.0,0,61.92,0.454,103.24,66,0.0001
9,1823,0,167.0,0,61.69,0.244,103.29,67,0.0001
9,1824,0,166.0,0,65.04,0.457,99.83,68,0.0001
9,1825,0,165.0,0,65.59,0.302,102.22,69,0.0001
9,1826,0,164.0,0,65.33,0.612,100.75,70,0.0001
9,1827,0,163.0,0,61.3,0.376,102.98,71,0.0001
9,1828,0,162.0,0,63.84,0.475,103.94,72,0.0001
9,1829,0,161.0,0,63.81,0.517,101.92,73,0.0001
9,1830,0,160.0,0,61.95,0.42,100.94,74,0.0001
9,1831,0,159.0,0,67.86,0.496,102.93,75,0.0001
9,1832,0,158.0,0,62.85,0.455,103.63,76,0.0001
9,1833,0,157.0,0,61.34,0.395,98.44,77,0.0001
9,1834,0,156.0,0,64.89,0.429,103.62,78,0.0001
9,1835,0,155.0,0,67.61,0.443,101.18,79,0.0001
9,1836,0,154.0,0,66.21,0.302,101.42,80,0.0001
9,1837,0,153.0,0,63.13,0.506,102.36,81,0.0001
9,1838,0,152.0,0,61.92,0.23,104.57,82,0.0001
9,1839,0,151.0,0,65.43,0.45,103.59,83,0.0001
9,1840,0,150.0,0,64.2,0.428,103.36,84,0.0001
9,1841,0,149.0,0,66.34,0.629,99.79,85,0.0001
9,1842,0,148.0,0,64.99,0.365,108.59,86,0.0001
9,1843,0,147.0,0,63.05,0.429,107.13,87,0.0001
9,1844,0,146.0,0,63.97,0.583,102.98,88,0.0001
9,1845,0,145.0,0,65.11,0.595,100.96,89,0.0001
9,1846,0,144.0,0,63.71,0.402,102.84,90,0.0001
9,1847,0,143.0,0,66.17,0.411,101.29,91,0.0001
9,1848,0,142.0,0,61.78,0.442,99.11,92,0.0001
9,1849,0,141.0,0,65.47,0.687,106.08,93,0.0001
9,1850,0,140.0,0,66.8,0.466,102.63,94,0.0001
9,1851,0,139.0,0,64.95,0.534,101.9,95,0.0001
9,1852,0,138.0,0,61.79,0.463,105.88,96,0.0001
9,1853,0,137.0,0,63.84,0.249,101.98,97,0.0001
9,1854,0,136.0,0,66.03,0.521,104.69,98,0.0001
9,1855,0,135.0,0,63.17,0.581,103.08,99,0.0001
9,1856,0,134.0,0,64.14,0.603,105.25,100,0.0001
9,1857,0,133.0,0,65.97,0.38,104.07,101,0.0001
9,1858,0,132.0,0,63.73,0.61,101.48,102,0.0001
9,1859,0,131.0,0,65.14,0.396,110.64,103,0.0001
9,1860,0,130.0,0,61.87,0.463,102.56,104,0.0001
9,1861,0,129.0,0,64.61,0.569,96.4,105,0.0001
9,1862,0,128.0,0,63.71,0.468,108.01,106,0.0001
9,1863,0,127.0,0,67.67,0.512,101.65,107,0.0001
9,1864,0,126.0,0,65.51,0.673,103.48,108,0.0001
9,1865,0,125.0,0,64.18,0.279,105.7,109,0.0001
9,1866,0,124.0,0,64.55,0.458,104.73,110,0.0001
9,1867,0,123.0,0,66.63,0.41,103.35,111,0.0001
9,1868,0,122.0,0,66.97,0.257,101.71,112,0.0001
9,1869,0,121.0,0,65.24,0.266,100.59,113,0.0001
9,1870,0,120.0,0,67.43,0.492,99.36,114,0.0001
9,1871,0,119.0,0,66.03,0.557,100.96,115,0.0001
9,1872,0,118.0,0,62.49,0.43,100.66,116,0.0001
9,1873,0,117.0,0,64.78,0.3,102.9,117,0.0001
9,1874,0,116.0,0,66.09,0.598,98.48,118,0.0001
9,1875,0,115.0,0,66.61,0.43,105.29,119,0.0001
9,1876,0,114.0,0,63.79,0.388,101.77,120,0.0001
9,1877,0,113.0,0,62.13,0.372,102.78,121,0.0001
9,1878,0,112.0,0,65.46,0.55,104.88,122,0.0001
9,1879,0,111.0,0,60.67,0.491,102.42,123,0.0001
9,1880,0,110.0,0,62.8,0.413,100.84,124,0.0001
9,1881,0,109.0,0,68.92,0.426,102.13,125,0.0001
9,1882,0,108.0,0,67.43,0.42,104.72,126,0.0001
9,1883,0,107.0,0,62.44,0.601,100.32,127,0.0001
9,1884,0,106.0,0,64.72,0.27,95.4,128,0.0001
9,1885,0,105.0,0,65.83,0.457,98.29,129,0.0001
9,1886,0,104.0,0,65.4,0.538,101.55,130,0.0001
9,1887,0,103.0,0,64.54,0.426,103.62,131,0.0001
9,1888,0,102.0,0,66.11,0.413,98.65,132,0.0001
9,1889,0,101.0,0,62.38,0.315,104.87,133,0.0001
9,1890,0,100.0,0,65.69,0.488,104.19,134,0.0001
9,1891,0,99.0,0,66.6,0.468,101.87,135,0.0001
9,1892,0,98.0,0,60.31,0.402,99.48,136,0.0001
9,1893,0,97.0,0,67.74,0.444,97.49,137,0.0001
9,1894,0,96.0,0,65.05,0.501,99.72,138,0.0001
9,1895,0,95.0,0,68.2,0.629,99.69,139,0.0001
9,1896,0,94.0,0,64.15,0.412,100.62,140,0.0001
9,1897,0,93.0,0,65.78,0.492,102.52,141,0.0001
9,1898,0,92.0,0,66.12,0.281,101.38,142,0.0001
9,1899,0,91.0,0,64.12,0.21,105.57,143,0.0001
9,1900,0,90.0,0,68.06,0.507,102.96,144,0.0001
9,1901,0,89.0,0,63.96,0.509,104.52,145,0.0001
9,1902,0,88.0,0,64.93,0.446,107.4,146,0.0001
9,1903,0,87.0,0,67.23,0.444,102.26,147,0.0001
9,1904,0,86.0,0,64.83,0.376,102.72,148,0.0001
9,1905,0,85.0,0,64.96,0.231,103.57,149,0.0001
9,1906,0,84.0,0,63.87,0.441,101.16,150,0.0001
9,1907,0,83.0,0,67.35,0.423,103.69,151,0.0001
9,1908,0,82.0,0,63.12,0.405,105.18,152,0.0001
9,1909,0,81.0,0,65.09,0.471,98.03,153,0.0001
9,1910,0,80.0,0,65.16,0.505,103.83,154,0.0001
9,1911,0,79.0,0,61.75,0.47,103.3,155,0.0001
9,1912,0,78.0,0,65.84,0.351,101.47,156,0.0001
9,1913,0,77.0,0,65.8,0.324,102.37,157,0.0001
9,1914,0,76.0,0,63.98,0.771,98.71,158,0.0001
9,1915,0,75.0,0,65.45,0.44,101.53,159,0.0001
9,1916,0,74.0,0,65.59,0.528,105.05,160,0.0001
9,1917,0,73.0,0,63.73,0.298,101.32,161,0.0001
9,1918,0,72.0,0,63.39,0.515,105.33,162,0.0001
9,1919,0,71.0,0,64.78,0.476,100.8,163,0.0001
9,1920,0,70.0,0,64.81,0.492,107.0,164,0.0001
9,1921,0,69.0,0,62.08,0.662,98.94,165,0.0001
9,1922,0,68.0,0,65.11,0.593,101.25,166,0.0001
9,1923,0,67.0,0,64.94,0.408,100.74,167,0.0001
9,1924,0,66.0,0,65.83,0.635,100.36,168,0.0001
9,1925,0,65.0,0,65.87,0.483,102.75,169,0.0001
9,1926,0,64.0,0,66.49,0.246,99.87,170,0.0001
9,1927,0,63.0,0,68.69,0.797,99.44,171,0.0001
9,1928,0,62.0,0,69.89,0.617,97.73,172,0.0001
9,1929,0,61.0,0,65.67,0.729,104.45,173,0.0001
9,1930,0,60.0,0,66.4,0.556,97.24,174,0.0001
9,1931,0,59.0,0,65.88,0.417,101.21,175,0.0001
9,1932,0,58.0,0,66.37,0.649,104.28,176,0.0001
9,1933,0,57.0,0,65.39,0.428,97.3,177,0.0001
9,1934,0,56.0,0,68.63,0.519,102.47,178,0.0001
9,1935,0,55.0,0,65.59,0.867,99.67,179,0.0001
9,1936,0,54.0,0,65.44,0.905,103.46,180,0.0001
9,1937,0,53.0,0,65.86,0.754,99.29,181,0.0001
9,1938,0,52.0,0,70.43,0.791,103.35,182,0.0001
9,1939,0,51.0,0,68.7,0.582,99.93,183,0.0001
9,1940,0,50.0,0,67.56,0.883,98.72,184,0.0001
9,1941,0,49.0,0,69.47,0.659,100.06,185,0.0001
9,1942,0,48.0,0,68.03,0.763,102.59,186,0.0001
9,1943,0,47.0,0,67.59,0.931,98.51,187,0.0001
9,1944,0,46.0,0,70.71,1.081,100.34,188,0.0001
9,1945,0,45.0,0,66.32,0.949,102.62,189,0.0001
9,1946,0,44.0,0,72.55,0.955,93.39,190,0.0001
9,1947,0,43.0,0,69.33,0.831,95.45,191,0.0001
9,1948,0,42.0,0,70.14,1.128,95.62,192,0.0001
9,1949,0,41.0,0,68.04,1.004,100.86,193,0.0001
9,1950,0,40.0,0,72.43,1.057,98.49,194,0.0001
9,1951,0,39.0,0,69.29,1.039,99.19,195,0.0001
9,1952,0,38.0,0,68.84,1.302,98.2,196,0.0001
9,1953,0,37.0,0,71.65,1.156,99.69,197,0.0001
9,1954,0,36.0,0,72.9,1.133,96.02,198,0.0001
9,1955,0,35.0,0,73.42,1.108,98.95,199,0.0001
9,1956,0,34.0,0,72.16,1.434,94.89,200,0.0001
9,1957,0,33.0,0,76.2,1.284,93.5,201,0.0003
9,1958,0,32.0,0,71.74,1.451,96.03,202,0.0012
9,1959,0,31.0,0,70.28,1.235,100.37,203,0.0001
9,1960,0,30.0,0,69.8,1.2,98.12,204,0.0001
9,1961,0,29.0,0,74.26,1.359,95.36,205,0.0001
9,1962,0,28.0,0,77.55,1.284,96.47,206,0.0003
9,1963,0,27.0,0,73.08,1.695,89.7,207,0.0012
9,1964,0,26.0,0,73.1,1.554,96.18,208,0.0027
9,1965,0,25.0,0,72.82,1.627,96.23,209,0.0911
9,1966,1,24.0,0,70.47,1.614,95.22,210,0.9036
9,1967,1,23.0,0,77.09,1.574,90.83,211,0.9278
9,1968,1,22.0,0,72.86,1.609,94.67,212,0.9878
9,1969,1,21.0,0,74.41,1.597,90.89,213,0.989
9,1970,1,20.0,0,76.41,1.724,88.17,214,0.9983
9,1971,1,19.0,0,78.4,1.723,94.16,215,0.9981
9,1972,1,18.0,0,76.3,1.657,91.06,216,0.9988
9,1973,1,17.0,0,75.93,1.729,96.45,217,0.9989
9,1974,1,16.0,0,75.53,1.977,89.35,218,0.9989
9,1975,1,15.0,0,77.9,1.973,94.46,219,0.9989
9,1976,1,14.0,0,78.02,1.938,95.54,220,0.9989
9,1977,1,13.0,0,79.35,1.928,91.44,221,0.9989
9,1978,1,12.0,0,78.23,2.122,95.69,222,0.9989
9,1979,1,11.0,0,77.55,2.231,91.71,223,0.9989
9,1980,1,10.0,0,79.65,2.118,93.15,224,0.9989
9,1981,1,9.0,0,79.4,1.983,91.64,225,0.9989
9,1982,1,8.0,0,78.69,2.369,87.56,226,0.9989
9,1983,1,7.0,0,81.5,2.162,86.91,227,0.9989
9,1984,1,6.0,0,83.88,2.383,88.96,228,0.9989
9,1985,1,5.0,0,80.01,2.131,90.0,229,0.9989
9,1986,1,4.0,0,79.26,2.12,88.85,230,0.9989
9,1987,1,3.0,0,79.28,2.338,89.25,231,0.9987
9,1988,1,2.0,0,83.1,2.346,88.98,232,0.9989
9,1989,1,1.0,0,83.81,2.279,86.48,233,0.9989
9,1990,1,0.0,1,85.89,2.563,91.08,234,0.9988
9,1991,0,,0,65.51,0.64,99.44,1,0.0012
9,1992,0,,0,64.14,0.56,100.83,2,0.0005
9,1993,0,,0,63.67,0.46,104.17,3,0.0001
9,1994,0,,0,64.58,0.606,98.93,4,0.0002
9,1995,0,,0,61.34,0.553,95.19,5,0.0001
9,1996,0,,0,65.77,0.648,104.18,6,0.0004
9,1997,0,,0,68.63,0.202,100.13,7,0.0001
9,1998,0,,0,67.58,0.358,100.72,8,0.0001
9,1999,0,,0,65.17,0.346,104.0,9,0.0001
9,2000,0,,0,66.2,0.532,102.45,10,0.0001
9,2001,0,,0,64.3,0.46,99.96,11,0.0001
9,2002,0,,0,65.46,0.645,108.04,12,0.0002
